ID,Letter,Headerword,Part of Speech,IPA Prnounciation,Phonetic Pronunciation,Definition in Mandinka,Translation and Sentences,English Translation,Mandinka Sentence,Sentence IPA Pronouncation,Sentence Phonetic Pronounciation,Sentence English Translation,Source,Country
730,D,daakuntu,v,/daːkuntu/,d-ah-ahk-o-ohnt-o-oh,,"to ignore, not to speak. A ye a daakuntu n na le. He doesn't speak to me.","to ignore, not to speak",A ye a daakuntu n na le,/a je a daːkuntu n na le/,ah y-eh -ah d-ah-ahk-o-ohnt-o-oh n n-ah l-eh,He doesn't speak to me.,PC,Gambia
731,D,daala,postp,/daːla/,d-ah-ahl-ah,,"near, beside. A bei daala. It’s near you.","near, beside",A bei daala,/a bei daːla/,ah b-eh-ehh d-ah-ahl-ah,It’s near you.,PC,Gambia
732,D,daala,n,/daːla/,d-ah-ahl-ah,,beside.,beside,#N/A,/#n/a/,#n/-ah,beside.,PC,Gambia
733,D,daalaa,n,/daːlaː/,d-ah-ahl-ah-ah,,wrestling trousers. A be daalaa dun kan. He's putting on wrestling trouse,wrestling trousers,A be daalaa dun kan,/a be daːlaː dun kan/,ah b-eh d-ah-ahl-ah-ah d-o-ohn k-ahn,He's putting on wrestling trouse,PC,Gambia
734,D,daalabano,n,/daːlabano/,d-ah-ahl-ahb-ahn-oh,,last price.,last price,#N/A,/#n/a/,#n/-ah,last price.,PC,Gambia
735,D,daalamaa,n,/daːlamaː/,d-ah-ahl-ahm-ah-ah,,one who can speak. Daalamaa buka fili. Onewhocan speak never gets lost.,one who can speak,Daalamaa buka fili,/daːlamaː buka fili/,d-ah-ahl-ahm-ah-ah b-o-ohk-ah f-ehhl-ehh,Onewhocan speak never gets lost.,PC,Gambia
736,D,daalino,n,/daːlino/,d-ah-ahl-ehhn-oh,,back gate. Taa daalino la. Go by the back gate.,back gate,Taa daalino la,/taː daːlino la/,t-ah-ah d-ah-ahl-ehhn-oh l-ah,Go by the back gate.,PC,Gambia
737,D,Daamansoo,n,/daːmansoː/,d-ah-ahm-ahns-oh-oh,,"The creator, the almighty. I fianta i daa mansoo batu la le. You.should worship your creator.","The creator, the almighty",I fianta i daa mansoo batu la le,/i fianta i daː mansoː batu la le/,ehh f-ehh-ahnt-ah -ehh d-ah-ah m-ahns-oh-oh b-aht-o-oh l-ah l-eh,You.should worship your creator.,PC,Gambia
738,D,daamanta,conj,/daːmanta/,d-ah-ahm-ahnt-ah,,"unless. Daamanta i man ta, i te kodoo soto la. Unless you go, you wont have money.",unless,"Daamanta i man ta, i te kodoo soto la","/daːmanta i man ta, i te kodoː soto la/","d-ah-ahm-ahnt-ah -ehh m-ahn t-ah, -ehh t-eh k-ohd-oh-oh s-oht-oh l-ah","Unless you go, you wont have money.",PC,Gambia
739,D,daamantan,conj,/daːmantan/,d-ah-ahm-ahnt-ahn,,unless.,unless,#N/A,/#n/a/,#n/-ah,unless.,PC,Gambia
740,D,daamantee,conj,/daːmanteː/,d-ah-ahm-ahnt-eh-eh,,unless.,unless,#N/A,/#n/a/,#n/-ah,unless.,PC,Gambia
741,D,daamanto,conj,/daːmanto/,d-ah-ahm-ahnt-oh,,unless.,unless,#N/A,/#n/a/,#n/-ah,unless.,PC,Gambia
742,D,daamen,rp,/daːmen/,d-ah-ahm-ehn,,where. A be daamen moo te a je la noo. Noonecansee him the place where he is.,where,A be daamen moo te a je la noo,/a be daːmen moː te a dʒe la noː/,ah b-eh d-ah-ahm-ehn m-oh-oh t-eh -ah j-eh l-ah n-oh-oh,Noonecansee him the place where he is.,PC,Gambia
744,D,daani,v,/daːni/,d-ah-ahn-ehh,,"to beg, pray, plead, cadge. Kana n daani. Dont beg me.","to beg, pray, plead, cadge",Kana n daani,/kana n daːni/,k-ahn-ah n d-ah-ahn-ehh,Dont beg me.,PC,Gambia
745,D,daanirilaa,n,/daːnirilaː/,d-ah-ahn-ehhr-ehhl-ah-ah,,"beggar, cadger. I lafita i fano ke la daanirilaa le ti. You want to make yourself. a cadger.","beggar, cadger",I lafita i fano ke la daanirilaa le ti,/i lafita i fano ke la daːnirilaː le ti/,ehh l-ahf-ehht-ah -ehh f-ahn-oh k-eh l-ah d-ah-ahn-ehhr-ehhl-ah-ah l-eh t-ehh,You want to make yourself. a cadger.,PC,Gambia
746,D,daaniroo,n,/daːniroː/,d-ah-ahn-ehhr-oh-oh,,begging. N be daaniroo la. Im begging.,begging,N be daaniroo la,/n be daːniroː la/,n b-eh d-ah-ahn-ehhr-oh-oh l-ah,Im begging.,PC,Gambia
747,D,daafiini,v,/daːfiːni/,d-ah-ahf-ehh-ehhn-ehh,,"to feed, speakout. Nte le ka i daafiini. /m the one who feeds you.","to feed, speakout",Nte le ka i daafiini,/nte le ka i daːfiːni/,nt-eh l-eh k-ah -ehh d-ah-ahf-ehh-ehhn-ehh,/m the one who feeds you.,PC,Gambia
748,D,daanaroo,n,/daːnaroː/,d-ah-ahn-ahr-oh-oh,,viper.,viper,#N/A,/#n/a/,#n/-ah,viper.,PC,Gambia
749,D,daarilaa,n,/daːrilaː/,d-ah-ahr-ehhl-ah-ah,,"weaver, creator. Daarilaa ye faanoo dadaa. The weaver made a sarong.","weaver, creator",Daarilaa ye faanoo dadaa,/daːrilaː je faːnoː dadaː/,d-ah-ahr-ehhl-ah-ah y-eh f-ah-ahn-oh-oh d-ahd-ah-ah,The weaver made a sarong.,PC,Gambia
750,D,daaroo,n,/daːroː/,d-ah-ahr-oh-oh,,"weaving, making. A ye daaroo noo baake. He's good at weaving.","weaving, making",A ye daaroo noo baake,/a je daːroː noː baːke/,ah y-eh d-ah-ahr-oh-oh n-oh-oh b-ah-ahk-eh,He's good at weaving.,PC,Gambia
751,D,daasaa,adv,/daːsaː/,d-ah-ahs-ah-ah,,retail. N buka a daasaa waafi. I'm not selling it in bits.,retail,N buka a daasaa waafi,/n buka a daːsaː waːfi/,n b-o-ohk-ah -ah d-ah-ahs-ah-ah w-ah-ahf-ehh,I'm not selling it in bits.,PC,Gambia
752,D,daasaamoo,n,/daːsaːmoː/,d-ah-ahs-ah-ahm-oh-oh,,breakfast.,breakfast,#N/A,/#n/a/,#n/-ah,breakfast.,PC,Gambia
753,D,daasiyaata,adj,/daːsijaːta/,d-ah-ahs-ehhy-ah-aht-ah,,talkative. I daasiyaata baake. You talka lot.,talkative,I daasiyaata baake,/i daːsijaːta baːke/,ehh d-ah-ahs-ehhy-ah-aht-ah b-ah-ahk-eh,You talka lot.,PC,Gambia
754,D,daasoo,vn,/daːsoː/,d-ah-ahs-oh-oh,,"tatooing, closing. A be daasoo la. She is tatooing.","tatooing, closing",A be daasoo la,/a be daːsoː la/,ah b-eh d-ah-ahs-oh-oh l-ah,She is tatooing.,PC,Gambia
755,D,daatawaudano,n,/daːtawaudano/,d-ah-aht-ahw-ah-o-ohd-ahn-oh,,door.,door,#N/A,/#n/a/,#n/-ah,door.,PC,Gambia
756,D,daatifiaarino,adj,/daːtifiaːrino/,d-ah-aht-ehhf-ehh-ah-ahr-ehhn-oh,,"rude, insolent. A mu moo daatifiaarino le ti. Heisan insolent person.","rude, insolent",A mu moo daatifiaarino le ti,/a mu moː daːtifiaːrino le ti/,ah m-o-oh m-oh-oh d-ah-aht-ehhf-ehh-ah-ahr-ehhn-oh l-eh t-ehh,Heisan insolent person.,PC,Gambia
757,D,daatiyo,n,/daːtijo/,d-ah-aht-ehhy-oh,,moustache.,moustache,#N/A,/#n/a/,#n/-ah,moustache.,PC,Gambia
758,D,daatokaa,n,/daːtokaː/,d-ah-aht-ohk-ah-ah,,porridge.,porridge,#N/A,/#n/a/,#n/-ah,porridge.,PC,Gambia
759,D,daaturoo,n,/daːturoː/,d-ah-aht-o-ohr-oh-oh,,lip. N daaturoo yitita le. My lip has swollen.,lip,N daaturoo yitita le,/n daːturoː jitita le/,n d-ah-aht-o-ohr-oh-oh y-ehht-ehht-ah l-eh,My lip has swollen.,PC,Gambia
760,D,daa-woo-daa,adv,/daː-woː-daː/,d-ah-ah-w-oh-oh-d-ah-ah,,everywhere. Daa wo daa a be jee. He is everywhere.,everywhere,Daa wo daa a be jee,/daː wo daː a be dʒeː/,d-ah-ah w-oh d-ah-ah -ah b-eh j-eh-eh,He is everywhere.,PC,Gambia
761,D,daawooroo,n,/daːwoːroː/,d-ah-ahw-oh-ohr-oh-oh,,six round gun. A ye daawooroo soto le. He has asix round gun. = Ae,six round gun,A ye daawooroo soto le,/a je daːwoːroː soto le/,ah y-eh d-ah-ahw-oh-ohr-oh-oh s-oht-oh l-eh,He has asix round gun. = Ae,PC,Gambia
762,D,daawuleno,n,/daːwuleno/,d-ah-ahw-o-ohl-ehn-oh,,"fish. Daawuleno mu fiee diimaa le ti. ""Daawileyo""isa delicious fish.",fish,Daawuleno mu fiee diimaa le ti,/daːwuleno mu fieː diːmaː le ti/,d-ah-ahw-o-ohl-ehn-oh m-o-oh f-ehh-eh-eh d-ehh-ehhm-ah-ah l-eh t-ehh,"""Daawileyo""isa delicious fish.",PC,Gambia
763,D,Daba,n,/daba/,d-ahb-ah,,person's name.,person's name,#N/A,/#n/a/,#n/-ah,person's name.,PC,Gambia
764,D,dabafaloo,n,/dabafaloː/,d-ahb-ahf-ahl-oh-oh,,hoe handle. Nin dabafaloo man janayaa. This hoe handle is not long.,hoe handle,Nin dabafaloo man janayaa,/nin dabafaloː man dʒanajaː/,n-ehhn d-ahb-ahf-ahl-oh-oh m-ahn j-ahn-ahy-ah-ah,This hoe handle is not long.,PC,Gambia
765,D,dabafeefee,n,/dabafeːfeː/,d-ahb-ahf-eh-ehf-eh-eh,,"ploughing hoe, the blade is attached to this part and also the handle.","ploughing hoe, the blade is attached to this part and also the handle",#N/A,/#n/a/,#n/-ah,"ploughing hoe, the blade is attached to this part and also the handle.",PC,Gambia
766,D,dabakesoo,n,/dabakesoː/,d-ahb-ahk-ehs-oh-oh,,blade of a hoe.,blade of a hoe,#N/A,/#n/a/,#n/-ah,blade of a hoe.,PC,Gambia
767,D,dabakunkuno,n,/dabakuŋkuno/,d-ahb-ahk-o-ohnk-o-ohn-oh,,shoulder. N dabakunkuno fiabu n fie. Massage my shoulder for me.,shoulder,N dabakunkuno fiabu n fie,/n dabakuŋkuno fiabu n fie/,n d-ahb-ahk-o-ohnk-o-ohn-oh f-ehh-ahb-o-oh n f-ehh-eh,Massage my shoulder for me.,PC,Gambia
768,D,dabari,v,/dabari/,d-ahb-ahr-ehh,,"to witch, hex. Ate le yen dabari. He's the one who hexed me.","to witch, hex",Ate le yen dabari,/ate le jen dabari/,aht-eh l-eh y-ehn d-ahb-ahr-ehh,He's the one who hexed me.,PC,Gambia
769,D,dabidaboo,n,/dabidaboː/,d-ahb-ehhd-ahb-oh-oh,,night jar.,night jar,#N/A,/#n/a/,#n/-ah,night jar.,PC,Gambia
770,D,daboo,n,/daboː/,d-ahb-oh-oh,,"shoulder, hoe, bed bug.","shoulder, hoe, bed bug",#N/A,/#n/a/,#n/-ah,"shoulder, hoe, bed bug.",PC,Gambia
771,D,dabookoto,n,/daboːkoto/,d-ahb-oh-ohk-oht-oh,,armpit. Munne bei daboo koto? What is under your armpit?,armpit,#N/A,/#n/a/,#n/-ah,What is under your armpit?,PC,Gambia
772,D,dadaa,v,/dadaː/,d-ahd-ah-ah,,"to make, mend, repair. Nin dadaa n fie. Mend this for me.","to make, mend, repair",Nin dadaa n fie,/nin dadaː n fie/,n-ehhn d-ahd-ah-ah n f-ehh-eh,Mend this for me.,PC,Gambia
773,D,dafatoo,n,/dafatoː/,d-ahf-aht-oh-oh,,foot. I dafatoo warata baake. Your- foot is very big.,foot,I dafatoo warata baake,/i dafatoː warata baːke/,ehh d-ahf-aht-oh-oh w-ahr-aht-ah b-ah-ahk-eh,Your- foot is very big.,PC,Gambia
774,D,Dafee,n,/dafeː/,d-ahf-eh-eh,,surname.,surname,#N/A,/#n/a/,#n/-ah,surname.,PC,Gambia
775,D,dahaa,v,/dahaː/,d-ahh-ah-ah,,"to give up, rest, stop. Ali taa i dahaa. Go and rest.","to give up, rest, stop",Ali taa i dahaa,/ali taː i dahaː/,ahl-ehh t-ah-ah -ehh d-ahh-ah-ah,Go and rest.,PC,Gambia
776,D,Dahaba,n,/dahaba/,d-ahh-ahb-ah,,surname.,surname,#N/A,/#n/a/,#n/-ah,surname.,PC,Gambia
777,D,dahandi,v,/dahandi/,d-ahh-ahnd-ehh,,"to leave, relieve. Dukare n dahandi. Please leave me alone.","to leave, relieve",Dukare n dahandi,/dukare n dahandi/,d-o-ohk-ahr-eh n d-ahh-ahnd-ehh,Please leave me alone.,PC,Gambia
778,D,dakati,adv,/dakati/,d-ahk-aht-ehh,,real. N baadino dakati le mu. He is my real relative.,real,N baadino dakati le mu,/n baːdino dakati le mu/,n b-ah-ahd-ehhn-oh d-ahk-aht-ehh l-eh m-o-oh,He is my real relative.,PC,Gambia
779,D,daki,adv,/daki/,d-ahk-ehh,,completely. N be i faa la daki. 7 kill you completely.,completely,N be i faa la daki,/n be i faː la daki/,n b-eh -ehh f-ah-ah l-ah d-ahk-ehh,7 kill you completely.,PC,Gambia
780,D,dalasoo,n,/dalasoː/,d-ahl-ahs-oh-oh,,"Gambian currency, Dalasi. Dalasoo mu butut keme le ti. A Dalasi is 100 bututs.","Gambian currency, Dalasi",Dalasoo mu butut keme le ti,/dalasoː mu butut keme le ti/,d-ahl-ahs-oh-oh m-o-oh b-o-oht-o-oht k-ehm-eh l-eh t-ehh,A Dalasi is 100 bututs.,PC,Gambia
781,D,dali,adj,/dali/,d-ahl-ehh,,"used, fond of. Sambi i be dali la jan na. You'll soon be fond of this place.","used, fond of",Sambi i be dali la jan na,/sambi i be dali la dʒan na/,s-ahmb-ehh -ehh b-eh d-ahl-ehh l-ah j-ahn n-ah,You'll soon be fond of this place.,PC,Gambia
782,D,daliiloo,n,/daliːloː/,d-ahl-ehh-ehhl-oh-oh,,"secret knowledge, reason. Munne mu ila daliiloo ti? What's your reason?","secret knowledge, reason",#N/A,/#n/a/,#n/-ah,What's your reason?,PC,Gambia
783,D,dalindi,v,/dalindi/,d-ahl-ehhnd-ehh,,"to cause to be fond of, cause to be familiar. A ye n dalindi sikaa la. He made me fond of cigarettes.","to cause to be fond of, cause to be familiar",A ye n dalindi sikaa la,/a je n dalindi sikaː la/,ah y-eh n d-ahl-ehhnd-ehh s-ehhk-ah-ah l-ah,He made me fond of cigarettes.,PC,Gambia
784,D,dalita,adj,/dalita/,d-ahl-ehht-ah,,fond of. NI) dalita ka taa Tendaabaa. J'm fond of going to Tendaba.,fond of,NI) dalita ka taa Tendaabaa,/ni) dalita ka taː tendaːbaː/,n-ehh) d-ahl-ehht-ah k-ah t-ah-ah t-ehnd-ah-ahb-ah-ah,J'm fond of going to Tendaba.,PC,Gambia
785,D,daloo,n,/daloː/,d-ahl-oh-oh,,"acqaintance, familiarity, lake. Daloo beteyaata le. Familiarity is good.","acqaintance, familiarity, lake",Daloo beteyaata le,/daloː betejaːta le/,d-ahl-oh-oh b-eht-ehy-ah-aht-ah l-eh,Familiarity is good.,PC,Gambia
786,D,Damba,n,/damba/,d-ahmb-ah,,a surname.,a surname,#N/A,/#n/a/,#n/-ah,a surname.,PC,Gambia
787,D,dambali,adj,/dambali/,d-ahmb-ahl-ehh,,countless. Nin mu dambali le ti. This is countless.,countless,Nin mu dambali le ti,/nin mu dambali le ti/,n-ehhn m-o-oh d-ahmb-ahl-ehh l-eh t-ehh,This is countless.,PC,Gambia
788,D,Damfaa,n,/damfaː/,d-ahmf-ah-ah,,surname.,surname,#N/A,/#n/a/,#n/-ah,surname.,PC,Gambia
789,D,damfu,v,/damfu/,d-ahmf-o-oh,,"to kick, abandone. Kana fiankumoo damfu. Don't kick the cat.","to kick, abandone",Kana fiankumoo damfu,/kana fiaŋkumoː damfu/,k-ahn-ah f-ehh-ahnk-o-ohm-oh-oh d-ahmf-o-oh,Don't kick the cat.,PC,Gambia
790,D,dammaa,adj,/dammaː/,d-ahmm-ah-ah,,"only, alone. N dammaa le be jan. /’m the only person here.","only, alone",N dammaa le be jan,/n dammaː le be dʒan/,n d-ahmm-ah-ah l-eh b-eh j-ahn,/’m the only person here.,PC,Gambia
791,D,damoo,n,/damoː/,d-ahm-oh-oh,,draughts game. I man damoo noo. You can'tplay draughts.,draughts game,I man damoo noo,/i man damoː noː/,ehh m-ahn d-ahm-oh-oh n-oh-oh,You can'tplay draughts.,PC,Gambia
792,D,dampano,n,/dampano/,d-ahmp-ahn-oh,,wing. Kunoo dampano katita le. The bird's wing has broken.,wing,Kunoo dampano katita le,/kunoː dampano katita le/,k-o-ohn-oh-oh d-ahmp-ahn-oh k-aht-ehht-ah l-eh,The bird's wing has broken.,PC,Gambia
793,D,dampatandi,v,/dampatandi/,d-ahmp-aht-ahnd-ehh,,to flatten. Ate ka mbuuroo dampatandi le. He flattens bread.,to flatten,Ate ka mbuuroo dampatandi le,/ate ka mbuːroː dampatandi le/,aht-eh k-ah mb-o-oh-o-ohr-oh-oh d-ahmp-aht-ahnd-ehh l-eh,He flattens bread.,PC,Gambia
794,D,dampatan,adj,/dampatan/,d-ahmp-aht-ahn,,flat. Kunkeleno man dampatan. Catfish is not flat.,flat,Kunkeleno man dampatan,/kuŋkeleno man dampatan/,k-o-ohnk-ehl-ehn-oh m-ahn d-ahmp-aht-ahn,Catfish is not flat.,PC,Gambia
795,D,dampi,v,/dampi/,d-ahmp-ehh,,to fold. Nin dendikoo dampi. Fold the shirt.,to fold,Nin dendikoo dampi,/nin dendikoː dampi/,n-ehhn d-ehnd-ehhk-oh-oh d-ahmp-ehh,Fold the shirt.,PC,Gambia
796,D,dampoo,n,/dampoː/,d-ahmp-oh-oh,,"honey comb, salt basket etc.. Dampoo be kumboo kono. There is honey comb in the hive.","honey comb, salt basket etc",,,,Dampoo be kumboo kono. There is honey comb in the hive.,PC,Gambia
797,D,dampurano,n,/dampurano/,d-ahmp-o-ohr-ahn-oh,,sling. A ye beroo fay dampurano la. He threw the stone byasling.,sling,A ye beroo fay dampurano la,/a je beroː faj dampurano la/,ah y-eh b-ehr-oh-oh f-ahy d-ahmp-o-ohr-ahn-oh l-ah,He threw the stone byasling.,PC,Gambia
798,D,dandalaa,v,/dandalaː/,d-ahnd-ahl-ah-ah,,to warn. A dandalaa koteke. Warn him again.,to warn,A dandalaa koteke,/a dandalaː koteke/,ah d-ahnd-ahl-ah-ah k-oht-ehk-eh,Warn him again.,PC,Gambia
799,D,dandalaarilaa,n,/dandalaːrilaː/,d-ahnd-ahl-ah-ahr-ehhl-ah-ah,,one who warns. Dandalaarilaa naata le. Hewams him always.,one who warns,Dandalaarilaa naata le,/dandalaːrilaː naːta le/,d-ahnd-ahl-ah-ahr-ehhl-ah-ah n-ah-aht-ah l-eh,Hewams him always.,PC,Gambia
800,D,dandalaaroo,vn,/dandalaːroː/,d-ahnd-ahl-ah-ahr-oh-oh,,warning. N be dandalaaroo la. Jam warning.,warning,N be dandalaaroo la,/n be dandalaːroː la/,n b-eh d-ahnd-ahl-ah-ahr-oh-oh l-ah,Jam warning.,PC,Gambia
801,D,dandan,v,/dandan/,d-ahnd-ahn,,"to guide, accompany. N dandan marisee to. Accompanyme to the market.","to guide, accompany",N dandan marisee to,/n dandan mariseː to/,n d-ahnd-ahn m-ahr-ehhs-eh-eh t-oh,Accompanyme to the market.,PC,Gambia
802,D,dandano,n,/dandano/,d-ahnd-ahn-oh,,"edge, side, garden. Buno fiin dandano man raaki. This side of the house is not plastered.","edge, side, garden",Buno fiin dandano man raaki,/buno fiːn dandano man raːki/,b-o-ohn-oh f-ehh-ehhn d-ahnd-ahn-oh m-ahn r-ah-ahk-ehh,This side of the house is not plastered.,PC,Gambia
803,D,dandi,v,/dandi/,d-ahnd-ehh,,"to stop, arrest. N be fin kuwo dandi la le saayin. J stop everything now.","to stop, arrest",N be fin kuwo dandi la le saayin,/n be fin kuwo dandi la le saːjin/,n b-eh f-ehhn k-o-ohw-oh d-ahnd-ehh l-ah l-eh s-ah-ahy-ehhn,J stop everything now.,PC,Gambia
804,D,dandiroo,vn,/dandiroː/,d-ahnd-ehhr-oh-oh,,counting. A be dandiroo la. He's counting.,counting,A be dandiroo la,/a be dandiroː la/,ah b-eh d-ahnd-ehhr-oh-oh l-ah,He's counting.,PC,Gambia
805,D,dandulaa,n,/dandulaː/,d-ahnd-o-ohl-ah-ah,,"end, stopping place, destination. Jan ne mu a dandulaa ti. This is the end of it.","end, stopping place, destination",Jan ne mu a dandulaa ti,/dʒan ne mu a dandulaː ti/,j-ahn n-eh m-o-oh -ah d-ahnd-o-ohl-ah-ah t-ehh,This is the end of it.,PC,Gambia
806,D,danka,v,/daŋka/,d-ahnk-ah,,to curse. Kana i dino danka. Don't curse your child.,to curse,Kana i dino danka,/kana i dino daŋka/,k-ahn-ah -ehh d-ehhn-oh d-ahnk-ah,Don't curse your child.,PC,Gambia
807,D,dankaroo,vn,/daŋkaroː/,d-ahnk-ahr-oh-oh,,cursing. Dankaroo man bete. Cursing is not good.,cursing,Dankaroo man bete,/daŋkaroː man bete/,d-ahnk-ahr-oh-oh m-ahn b-eht-eh,Cursing is not good.,PC,Gambia
808,D,dankatoo,n,/daŋkatoː/,d-ahnk-aht-oh-oh,,accursed person. Ite mu dankatoo le ti. Youarean accursed person.,accursed person,Ite mu dankatoo le ti,/ite mu daŋkatoː le ti/,ehht-eh m-o-oh d-ahnk-aht-oh-oh l-eh t-ehh,Youarean accursed person.,PC,Gambia
809,D,dankenemamoo,n,/daŋkenemamoː/,d-ahnk-ehn-ehm-ahm-oh-oh,,trustworthy person. A dii dankenemamoo la. Give it to a trustworthy someone.,trustworthy person,A dii dankenemamoo la,/a diː daŋkenemamoː la/,ah d-ehh-ehh d-ahnk-ehn-ehm-ahm-oh-oh l-ah,Give it to a trustworthy someone.,PC,Gambia
810,D,dankeneyaa,v,/daŋkenejaː/,d-ahnk-ehn-ehy-ah-ah,,"to have faith, believe, witness, courage, sure. A man dankeneyaa soto. He hasno faith.","to have faith, believe, witness, courage, sure",A man dankeneyaa soto,/a man daŋkenejaː soto/,ah m-ahn d-ahnk-ehn-ehy-ah-ah s-oht-oh,He hasno faith.,PC,Gambia
811,D,dankeneyaa-baliyaa,n,/daŋkenejaː-balijaː/,d-ahnk-ehn-ehy-ah-ah-b-ahl-ehhy-ah-ah,,lake of faith. Dankeneyaa-baliyaa man beteyaa. Lack of faith is not good.,lake of faith,Dankeneyaa-baliyaa man beteyaa,/daŋkenejaː-balijaː man betejaː/,d-ahnk-ehn-ehy-ah-ah-b-ahl-ehhy-ah-ah m-ahn b-eht-ehy-ah-ah,Lack of faith is not good.,PC,Gambia
812,D,dankeneyaa-baloo,n,/daŋkenejaː-baloː/,d-ahnk-ehn-ehy-ah-ah-b-ahl-oh-oh,,"one without faith, one with weak faith. Dankeneyaa-baloo nene man dahaa. One with a weak faith is never at ease.","one without faith, one with weak faith",Dankeneyaa-baloo nene man dahaa,/daŋkenejaː-baloː nene man dahaː/,d-ahnk-ehn-ehy-ah-ah-b-ahl-oh-oh n-ehn-eh m-ahn d-ahh-ah-ah,One with a weak faith is never at ease.,PC,Gambia
813,D,danko,adv,/daŋko/,d-ahnk-oh,,just. Danko nna haajoo ye jaara. Just for my problem to be solved.,just,Danko nna haajoo ye jaara,/daŋko nna haːdʒoː je dʒaːra/,d-ahnk-oh nn-ah h-ah-ahj-oh-oh y-eh j-ah-ahr-ah,Just for my problem to be solved.,PC,Gambia
814,D,dankoo,n,/daŋkoː/,d-ahnk-oh-oh,,curse. Dankoo le ye a muta. A curse has an effect on him.,curse,Dankoo le ye a muta,/daŋkoː le je a muta/,d-ahnk-oh-oh l-eh y-eh -ah m-o-oht-ah,A curse has an effect on him.,PC,Gambia
815,D,danku,v,/daŋku/,d-ahnk-o-oh,,"to respond, answer, acknowledge. I dankui faamaa la. Answer your father.","to respond, answer, acknowledge",I dankui faamaa la,/i daŋkui faːmaː la/,ehh d-ahnk-o-oh-ehh f-ah-ahm-ah-ah l-ah,Answer your father.,PC,Gambia
816,D,dankutoo,n,/daŋkutoː/,d-ahnk-o-oht-oh-oh,,bond between tribes etc.. Dankutoo le be ri teemaa. There is a bond between us.,bond between tribes etc,,,,Dankutoo le be ri teemaa. There is a bond between us.,PC,Gambia
817,D,dannoo,n,/dannoː/,d-ahnn-oh-oh,,hunter. I mu dannoo le ti ban? Areyoua hunter?,hunter,#N/A,/#n/a/,#n/-ah,Areyoua hunter?,PC,Gambia
818,D,dantan,adj,/dantan/,d-ahnt-ahn,,few. Moo dantan ne be jee. Few people are there.,few,Moo dantan ne be jee,/moː dantan ne be dʒeː/,m-oh-oh d-ahnt-ahn n-eh b-eh j-eh-eh,Few people are there.,PC,Gambia
819,D,dantee,v,/danteː/,d-ahnt-eh-eh,,"to narrate, woman, approach, report. Kana fen dantee jan. Don'treport anything.","to narrate, woman, approach, report",Kana fen dantee jan,/kana fen danteː dʒan/,k-ahn-ah f-ehn d-ahnt-eh-eh j-ahn,Don'treport anything.,PC,Gambia
820,D,danteerilaa,n,/danteːrilaː/,d-ahnt-eh-ehr-ehhl-ah-ah,,reporter. A ye danteerilaa le soto. He has a reporter.,reporter,A ye danteerilaa le soto,/a je danteːrilaː le soto/,ah y-eh d-ahnt-eh-ehr-ehhl-ah-ah l-eh s-oht-oh,He has a reporter.,PC,Gambia
821,D,danteeroo,vn,/danteːroː/,d-ahnt-eh-ehr-oh-oh,,"reporting, narrating. Danteeroo le mu ala dookuwoti. Reporting is his job.","reporting, narrating",Danteeroo le mu ala dookuwoti,/danteːroː le mu ala doːkuwoti/,d-ahnt-eh-ehr-oh-oh l-eh m-o-oh -ahl-ah d-oh-ohk-o-ohw-oht-ehh,Reporting is his job.,PC,Gambia
822,D,dan,v,/dan/,d-ahn,,"to stop, end, count. Nin kuwo be dan na le. This thing will stop.","to stop, end, count",Nin kuwo be dan na le,/nin kuwo be dan na le/,n-ehhn k-o-ohw-oh b-eh d-ahn n-ah l-eh,This thing will stop.,PC,Gambia
823,D,dano,n,/dano/,d-ahn-oh,,"end, utmost effort, final, part. ja n dano ke le. Ididmy utmost effort.","end, utmost effort, final, part",ja n dano ke le,/dʒa n dano ke le/,j-ah n d-ahn-oh k-eh l-eh,Ididmy utmost effort.,PC,Gambia
824,D,danola,n,/danola/,d-ahn-ohl-ah,,finally.,finally,#N/A,/#n/a/,#n/-ah,finally.,PC,Gambia
825,D,dapaasoo,n,/dapaːsoː/,d-ahp-ah-ahs-oh-oh,,"expenditure, feast money. N man dapaasoo soto bii. J don't have feast money today.","expenditure, feast money",N man dapaasoo soto bii,/n man dapaːsoː soto biː/,n m-ahn d-ahp-ah-ahs-oh-oh s-oht-oh b-ehh-ehh,J don't have feast money today.,PC,Gambia
826,D,dapansoo,n,/dapansoː/,d-ahp-ahns-oh-oh,,"expenditure, feast money.","expenditure, feast money",#N/A,/#n/a/,#n/-ah,"expenditure, feast money.",PC,Gambia
827,D,dapee,n,/dapeː/,d-ahp-eh-eh,,"path, lane. Nn dapee deteta le. This lane is narrow.","path, lane",Nn dapee deteta le,/nn dapeː deteta le/,nn d-ahp-eh-eh d-eht-eht-ah l-eh,This lane is narrow.,PC,Gambia
828,D,Daraa,n,/daraː/,d-ahr-ah-ah,,ferry.,ferry,#N/A,/#n/a/,#n/-ah,ferry.,PC,Gambia
829,D,Daraame,n,/daraːme/,d-ahr-ah-ahm-eh,,a surname.,a surname,#N/A,/#n/a/,#n/-ah,a surname.,PC,Gambia
